ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,to_hop_mon,predicted_diem,newmajor,nam
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,616,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",D72,36.46,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,616,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",D78,36.42,0,2024
THV,Đại học Hùng Vương,Phú Thọ,7140201,Giáo dục Mầm non,M00,35.12,0,2024
THV,Đại học Hùng Vương,Phú Thọ,7140206,Giáo dục Thể chất,T00,34.95,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140231,Sư phạm Tiếng Anh,"D01, D14, D78, D90",36.57,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140234,Sư phạm Tiếng Trung Quốc,"D01, D04, D78, D90",37.1,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140236,Sư phạm tiếng Nhật,"D01, D06, D78, D90",35.68,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7140237,Sư phạm tiếng Hàn Quốc,"D01, D78, D90",35.92,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7210403,Thiết kế đồ họa,"H00, H01, H02, H03",33.2,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,"A01, D01",34.5,0,2024
HTC,Học viện Tài chính,Hà Nội,7220201,Ngôn ngữ Anh,"A01, D01, D07",34.4,0,2024
HCP,Học viện Chính sách và Phát triển,Hà Nội,7220201,Ngôn ngữ Anh,"A01, D01, D07, D10",33.92,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,7220201,Ngôn ngữ Anh,"A01, D01, D09, D10",36.09,0,2024
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,"C19, D01, D09, D14, D15",34.06,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,D01,33.96,0,2024
MHN,Đại học Mở Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,D01,33.96,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7220201,Ngôn ngữ Anh,"D01, D11",33.78,0,2024
LDA,Đại học Công đoàn,Hà Nội,7220201,Ngôn ngữ Anh,"D01, D14, D15",33.3,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,"D01, D14, D78, D90",34.44,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,D72,34.87,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,D78,34.86,0,2024
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7220201D124,Tiếng Anh thương mại,"A01, D01, D10, D14",32.89,0,2024
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7220201D125,"Ngôn ngữ Anh,","A01, D01, D10, D14",33.17,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220202,Ngôn ngữ Nga,"D01, D02",32.09,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220202,Ngôn ngữ Nga,"D01, D02, D78, D90",33.22,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220203,Ngôn ngữ Pháp,"D01, D03",33.98,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220203,Ngôn ngữ Pháp,"D01, D03, D78, D90",35.51,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,"D01, D04",34.45,0,2024
MHN,Đại học Mở Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,"D01, D04",34.45,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7220204,Ngôn ngữ Trung Quốc,"D01, D04, D11, D55",33.59,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,"D01, D04, D78, D90",35.15,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220205,Ngôn ngữ Đức,"D01, D05",33.64,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220205,Ngôn ngữ Đức,"D01, D05, D78, D90",34.52,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220206,Ngôn ngữ Tây Ban Nha,D01,33.41,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220207,Ngôn ngữ Bồ Đào Nha,D01,33.17,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220208,Ngôn ngữ Italia,D01,32.9,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,"D01, D06",34.71,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,"D01, D06, D78, D90",35.94,0,2024
NHF,Đại học Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,D01,35.17,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,"D01, D78, D90",36.29,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220211,Ngôn ngữ Ả Rập,"D01, D14, D78, D90",34.79,0,2024
QHF,Đại học Ngoại ngữ - Đại học Quốc Gia Hà Nội,Hà Nội,7220212QTD,Văn hóa và truyền thông xuyên quốc gia,"D01, D14, D78, D90",33.68,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310107,Thống kê kinh tế,"A00, A01, D01, D07",35.46,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,7310108,Toán kinh tế,"A00, A01, D01, D07",35.2,0,2024
NHF,Đại học Hà Nội,Hà Nội,7310111,Nghiên cứu phát triển,D01,33.34,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7310301,Xã hội học,"A01, C00, C01, D01",33.33,0,2024
NHF,Đại học Hà Nội,Hà Nội,7310601,Quốc tế học,D01,33.71,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630,Việt Nam học,"A01, C00, C01, D01",33.36,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630Q,Việt Nam học (Chuyên ngành Du lịch và Quản lý du lịch),"A01, C00, C01, D01",32.66,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,"A01, D01",35.17,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,D72,35.37,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,D78,35.43,0,2024
NHF,Đại học Hà Nội,Hà Nội,7320109,Truyền thông doanh nghiệp,"D01, D03",34.22,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,"A01, D01",35.02,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,D72,35.31,0,2024
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,D78,35.37,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101,Quản trị Kinh doanh,"A00, A01, D01",33.88,0,2024
NHF,Đại học Hà Nội,Hà Nội,7340101,Quản trị Kinh doanh,D01,34.08,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị Nhà hàng - Khách sạn),"A00, A01, D01",33.87,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7340115,Marketing,"A00, A01, D01",34.47,0,2024
NHF,Đại học Hà Nội,Hà Nội,7340115,Marketing,D01,34.47,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7340120,Ngành Kinh doanh quốc tế,"A00, A01, D01",34.32,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7340201,Tài chính – Ngân hàng,"A00, A01, D01, D07",33.79,0,2024
NHF,Đại học Hà Nội,Hà Nội,7340201,Tài chính – Ngân hàng,D01,32.44,0,2024
HTC,Học viện Tài chính,Hà Nội,7340201C06,Hải quan & Logistics,"A01, D01, D07",34.86,0,2024
HTC,Học viện Tài chính,Hà Nội,7340201C09,Phân tích tài chính,"A01, D01, D07",34.85,0,2024
HTC,Học viện Tài chính,Hà Nội,7340201C11,Tài chính doanh nghiệp,"A01, D01, D07",34.53,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7340301,Kế toán,"A00, A01, C01, D07",33.18,0,2024
NHF,Đại học Hà Nội,Hà Nội,7340301,Kế toán,D01,33.41,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,7340405,Hệ thống thông tin,"A00, A01, D01, D07",34.33,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7380101,Ngành Luật,"A00, A01, C01, D01",32.41,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7460112,ĐH Toán ứng dụng,"A00, A01",31.97,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7480101,Khoa học máy tính,"A00, A01, D01",33.51,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,7480101,Khoa học máy tính,"A00, A01, D01, D07",34.35,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,"A00, A01, D01",33.25,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7480103,Kỹ thuật phần mềm,"A00, A01, D01",33.47,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,7480201,Công nghệ thông tin,"A00, A01, D01, D07",34.31,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,"A00, A01, C01",31.63,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7720201,Dược học,"A00, B00, D07",32.61,0,2024
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7810101C,Du lịch - Hướng dẫn du lịch quốc tế,"C19, D01, D09, D14, D15",32.81,0,2024
NHF,Đại học Hà Nội,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,D01,33.83,0,2024
MHN,Đại học Mở Hà Nội,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,D01,33.83,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,7810301,Quản lý thể dục thể thao,"A01, D01, T00, T01",34.24,0,2024
NHH,Học viện Ngân hàng,Hà Nội,ACT01,CLC Kế toán,"A00, A01, D01, D07",33.13,0,2024
NHH,Học viện Ngân hàng,Hà Nội,BANK01,CLC Ngân hàng,"A00, A01, D01, D07",33.14,0,2024
NHH,Học viện Ngân hàng,Hà Nội,BUS01,CLC Quản trị kinh doanh,"A00, A01, D01, D07",33.22,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP01,Khởi nghiệp và phát triển kinh doanh (BBAE) học bằng tiếng Anh (tiếng Anh hệ số 2),"A01, D01, D07, D09",35.98,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP10,Đầu tư tài chính (BFI - tiếng Anh hệ số 2),"A01, D01, D07, D10",36.22,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP11,Quản trị khách sạn quốc tế (IHME - tiếng Anh hệ số 2),"A01, D01, D09, D10",35.65,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,EP14,Logistics và Quản lý chuỗi cung ứng tích hợp chứng chỉ quốc tế (LSIC),"A01, D01, D07, D10",36.23,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,F7220201,Ngôn ngữ Anh -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,"D01, D11",33.89,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340101,Quản trị kinh doanh (Chuyên ngành: Quản trị nguồn nhân lực) - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,"A00, A01, D01",32.34,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340115,Marketing -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,"A00, A01, D01",32.62,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340120,Kinh doanh quốc tế - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,"A00, A01, D01",32.35,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340201,Tài chính - Ngân hàng - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,"A00, A01, D01, D07",32.46,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480101,Khoa học máy tính - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,"A00, A01, D01",31.37,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480103,Kỹ thuật phần mềm - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,"A00, A01, D01",32.02,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7340115,Marketing - Chất lượng cao giảng dạy 100% tiếng Anh,"A01, D01",31.56,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7480101,Khoa học máy tính - Chất lượng cao giảng dạy 100% tiếng Anh,"A01, D01",31.49,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7480103,Kỹ thuật phần mềm - Chất lượng cao giảng dạy 100% tiếng Anh,"A01, D01",31.51,0,2024
NHH,Học viện Ngân hàng,Hà Nội,FIN01,CLC Tài chính,"A00, A01, D01, D07",33.36,0,2024
HQT,Học viện Ngoại giao,Hà Nội,HQT02,Ngôn ngữ Anh,"A01, D01, D07",35.42,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,K7340120L,Kinh doanh quốc tế (song bằng 3 +1) – Chương trình liên kết Đại học La Trobe (Úc).,"A01, D01",31.47,0,2024
DTT,Đại học Tôn Đức Thắng,TP HCM,K7480101L,"Công nghệ thông tin (song bằng, 2+2) - Chương trình liên kết Đại học La Trobe (Úc)","A01, D01",31.32,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE1,Quản trị khách sạn,"A01, D01, D07, D09",35.15,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE2,Quản trị lữ hành,"A01, D01, D07, D09",35.69,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE3,Truyền thông Marketing,"A01, D01, D07, D09",37.2,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE4,Luật kinh doanh,"A01, D01, D07, D09",36.47,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE5,Quản trị kinh doanh thương mại,"A01, D01, D07, D09",36.51,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE6,Quản lí thị trường,"A01, D01, D07, D09",35.63,0,2024
KHA,Đại học Kinh tế quốc dân,Hà Nội,POHE7,Thẩm định giá,"A01, D01, D07, D09",35.75,0,2024
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT01,Toán học,"A00, A01, D07, D08",33.58,0,2024
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT02,Toán tin,"A00, A01, D07, D08",34.01,0,2024
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT93,Khoa học dữ liệu,"A00, A01, D07, D08",34.45,0,2024
QHT,Đại học Khoa học tự nhiên - Đại học Quốc Gia Hà Nội,Hà Nội,QHT98,Khoa học máy tính và thông tin*,"A00, A01, D07, D08",34.45,0,2024
